PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"29792309","Metabolic and Physiologic Imaging Biomarkers of the Tumor Microenvironment Predict Treatment Outcome with Radiation or a Hypoxia-Activated Prodrug in Mice","Matsumoto S, Kishimoto S, Saito K, Takakusagi Y, Munasinghe JP, Devasahayam N, Hart CP, Gillies RJ, Mitchell JB, Krishna MC.","Cancer Res. 2018 Jul 15;78(14):3783-3792. doi: 10.1158/0008-5472.CAN-18-0491. Epub 2018 May 23.","Matsumoto S","Cancer Res","2018","2018/05/25","PMC8092078","NIHMS970884","10.1158/0008-5472.CAN-18-0491"
"34903606","HDAC2 Facilitates Pancreatic Cancer Metastasis","Krauß L, Urban BC, Hastreiter S, Schneider C, Wenzel P, Hassan Z, Wirth M, Lankes K, Terrasi A, Klement C, Cernilogar FM, Öllinger R, de Andrade Krätzig N, Engleitner T, Schmid RM, Steiger K, Rad R, Krämer OH, Reichert M, Schotta G, Saur D, Schneider G.","Cancer Res. 2022 Feb 15;82(4):695-707. doi: 10.1158/0008-5472.CAN-20-3209.","Krauß L","Cancer Res","2022","2021/12/14","","","10.1158/0008-5472.CAN-20-3209"
"21447639","Minireview: the busy road to pheochromocytomas and paragangliomas has a new member, TMEM127","Jiang S, Dahia PL.","Endocrinology. 2011 Jun;152(6):2133-40. doi: 10.1210/en.2011-0052. Epub 2011 Mar 29.","Jiang S","Endocrinology","2011","2011/03/31","","","10.1210/en.2011-0052"
"23393547","Vitamin E δ-tocotrienol induces p27(Kip1)-dependent cell-cycle arrest in pancreatic cancer cells via an E2F-1-dependent mechanism","Hodul PJ, Dong Y, Husain K, Pimiento JM, Chen J, Zhang A, Francois R, Pledger WJ, Coppola D, Sebti SM, Chen DT, Malafa MP.","PLoS One. 2013;8(2):e52526. doi: 10.1371/journal.pone.0052526. Epub 2013 Feb 5.","Hodul PJ","PLoS One","2013","2013/02/09","PMC3564846","","10.1371/journal.pone.0052526"
"34171432","Single-cell RNA-sequencing atlas reveals an MDK-dependent immunosuppressive environment in ErbB pathway-mutated gallbladder cancer","Zhang Y, Zuo C, Liu L, Hu Y, Yang B, Qiu S, Li Y, Cao D, Ju Z, Ge J, Wang Q, Wang T, Bai L, Yang Y, Li G, Shao Z, Gao Y, Li Y, Bian R, Miao H, Li L, Li X, Jiang C, Yan S, Wang Z, Wang Z, Cui X, Huang W, Xiang D, Wang C, Li Q, Wu X, Gong W, Liu Y, Shao R, Liu F, Li M, Chen L, Liu Y.","J Hepatol. 2021 Nov;75(5):1128-1141. doi: 10.1016/j.jhep.2021.06.023. Epub 2021 Jun 23.","Zhang Y","J Hepatol","2021","2021/06/25","","","10.1016/j.jhep.2021.06.023"
"23349693","Reduction of splenic immunosuppressive cells and enhancement of anti-tumor immunity by synergy of fish oil and selenium yeast","Wang H, Chan YL, Li TL, Bauer BA, Hsia S, Wang CH, Huang JS, Wang HM, Yeh KY, Huang TH, Wu GJ, Wu CJ.","PLoS One. 2013;8(1):e52912. doi: 10.1371/journal.pone.0052912. Epub 2013 Jan 22.","Wang H","PLoS One","2013","2013/01/26","PMC3551929","","10.1371/journal.pone.0052912"
"33578572","Integrated analysis of deregulation microRNA expression in head and neck squamous cell carcinoma","Qi CL, Sheng JF, Huang ML, Zou Y, Wang YP, Wang F, Zeng F, Hua QQ, Chen SM.","Medicine (Baltimore). 2021 Feb 12;100(6):e24618. doi: 10.1097/MD.0000000000024618.","Qi CL","Medicine (Baltimore)","2021","2021/02/13","PMC7886409","","10.1097/MD.0000000000024618"
"24599305","Comparative genomic analysis of primary and synchronous metastatic colorectal cancers","Lee SY, Haq F, Kim D, Jun C, Jo HJ, Ahn SM, Lee WS.","PLoS One. 2014 Mar 5;9(3):e90459. doi: 10.1371/journal.pone.0090459. eCollection 2014.","Lee SY","PLoS One","2014","2014/03/07","PMC3944022","","10.1371/journal.pone.0090459"
"32039734","MRI radiomics for early prediction of response to vaccine therapy in a transgenic mouse model of pancreatic ductal adenocarcinoma","Eresen A, Yang J, Shangguan J, Li Y, Hu S, Sun C, Velichko Y, Yaghmai V, Benson AB 3rd, Zhang Z.","J Transl Med. 2020 Feb 10;18(1):61. doi: 10.1186/s12967-020-02246-7.","Eresen A","J Transl Med","2020","2020/02/11","PMC7011246","","10.1186/s12967-020-02246-7"
"33725976","PLCG2 as a potential indicator of tumor microenvironment remodeling in soft tissue sarcoma","Li Z, Zhao R, Yang W, Li C, Huang J, Wen Z, Du G, Jiang L.","Medicine (Baltimore). 2021 Mar 19;100(11):e25008. doi: 10.1097/MD.0000000000025008.","Li Z","Medicine (Baltimore)","2021","2021/03/17","PMC7982206","","10.1097/MD.0000000000025008"
"29749439","High C-X-C motif chemokine 5 expression is associated with malignant phenotypes of prostate cancer cells via autocrine and paracrine pathways","Qi Y, Zhao W, Li M, Shao M, Wang J, Sui H, Yu H, Shao W, Gui S, Li J, Jia X, Jiang D, Li Y, Zhang P, Wang S, Wang W.","Int J Oncol. 2018 Jul;53(1):358-370. doi: 10.3892/ijo.2018.4388. Epub 2018 Apr 30.","Qi Y","Int J Oncol","2018","2018/05/12","","","10.3892/ijo.2018.4388"
"33004686","CAR T cells targeting tumor endothelial marker CLEC14A inhibit tumor growth","Zhuang X, Maione F, Robinson J, Bentley M, Kaul B, Whitworth K, Jumbu N, Jinks E, Bystrom J, Gabriele P, Garibaldi E, Delmastro E, Nagy Z, Gilham D, Giraudo E, Bicknell R, Lee SP.","JCI Insight. 2020 Oct 2;5(19):e138808. doi: 10.1172/jci.insight.138808.","Zhuang X","JCI Insight","2020","2020/10/02","PMC7566713","","10.1172/jci.insight.138808"
"33232787","Fucoidan-coated nanoparticles target radiation-induced P-selectin to enhance chemoradiotherapy in murine colorectal cancer","DuRoss AN, Landry MR, Thomas CR Jr, Neufeld MJ, Sun C.","Cancer Lett. 2021 Mar 1;500:208-219. doi: 10.1016/j.canlet.2020.11.021. Epub 2020 Nov 21.","DuRoss AN","Cancer Lett","2021","2020/11/24","","","10.1016/j.canlet.2020.11.021"
"34339014","EMP2 induces cytostasis and apoptosis via the TGFβ/SMAD/SP1 axis and recruitment of P2RX7 in urinary bladder urothelial carcinoma","Li CF, Chan TC, Pan CT, Vejvisithsakul PP, Lai JC, Chen SY, Hsu YW, Shiao MS, Shiue YL.","Cell Oncol (Dordr). 2021 Oct;44(5):1133-1150. doi: 10.1007/s13402-021-00624-x. Epub 2021 Aug 2.","Li CF","Cell Oncol (Dordr)","2021","2021/08/02","","","10.1007/s13402-021-00624-x"
"34369236","Dual inhibition of EGFR and IL-6-STAT3 signalling by miR-146b: a potential targeted therapy for epithelial ovarian cancer","Yan M, Han M, Yang X, Shen R, Wang H, Zhang L, Xia S, Yang P, Zhai G, Shao Q.","J Enzyme Inhib Med Chem. 2021 Dec;36(1):1905-1915. doi: 10.1080/14756366.2021.1963240.","Yan M","J Enzyme Inhib Med Chem","2021","2021/08/09","PMC8354159","","10.1080/14756366.2021.1963240"
"32671583","Mesenchymal Stem Cell-Derived Exosomal microRNA-3940-5p Inhibits Colorectal Cancer Metastasis by Targeting Integrin α6","Li T, Wan Y, Su Z, Li J, Han M, Zhou C.","Dig Dis Sci. 2021 Jun;66(6):1916-1927. doi: 10.1007/s10620-020-06458-1. Epub 2020 Jul 15.","Li T","Dig Dis Sci","2021","2020/07/17","","","10.1007/s10620-020-06458-1"
"27678103","Long-term outcomes of children treated for Cushing's disease: a single center experience","Yordanova G, Martin L, Afshar F, Sabin I, Alusi G, Plowman NP, Riddoch F, Evanson J, Matson M, Grossman AB, Akker SA, Monson JP, Drake WM, Savage MO, Storr HL.","Pituitary. 2016 Dec;19(6):612-624. doi: 10.1007/s11102-016-0756-8.","Yordanova G","Pituitary","2016","2016/09/29","PMC5080319","","10.1007/s11102-016-0756-8"
"33414463","KDM6B is an androgen regulated gene and plays oncogenic roles by demethylating H3K27me3 at cyclin D1 promoter in prostate cancer","Cao Z, Shi X, Tian F, Fang Y, Wu JB, Mrdenovic S, Nian X, Ji J, Xu H, Kong C, Xu Y, Chen X, Huang Y, Wei X, Yu Y, Yang B, Chung LWK, Wang F.","Cell Death Dis. 2021 Jan 6;12(1):2. doi: 10.1038/s41419-020-03354-4.","Cao Z","Cell Death Dis","2021","2021/01/08","PMC7791132","","10.1038/s41419-020-03354-4"
"35180771","Dose Escalation Data from the Phase 1 Study of the Liposomal Formulation of Eribulin (E7389-LF) in Japanese Patients with Advanced Solid Tumors","Sato J, Shimizu T, Koyama T, Iwasa S, Shimomura A, Kondo S, Kitano S, Yonemori K, Fujiwara Y, Tamura K, Suzuki T, Takase T, Nagai R, Yamaguchi K, Semba T, Zhao ZM, Ren M, Yamamoto N.","Clin Cancer Res. 2022 May 2;28(9):1783-1791. doi: 10.1158/1078-0432.CCR-21-3518.","Sato J","Clin Cancer Res","2022","2022/02/18","","","10.1158/1078-0432.CCR-21-3518"
"24999622","Low concentration of quercetin antagonizes the cytotoxic effects of anti-neoplastic drugs in ovarian cancer","Li N, Sun C, Zhou B, Xing H, Ma D, Chen G, Weng D.","PLoS One. 2014 Jul 7;9(7):e100314. doi: 10.1371/journal.pone.0100314. eCollection 2014.","Li N","PLoS One","2014","2014/07/08","PMC4085066","","10.1371/journal.pone.0100314"
"25681553","Hypoxia induced HMGB1 and mitochondrial DNA interactions mediate tumor growth in hepatocellular carcinoma through Toll-like receptor 9","Liu Y, Yan W, Tohme S, Chen M, Fu Y, Tian D, Lotze M, Tang D, Tsung A.","J Hepatol. 2015 Jul;63(1):114-21. doi: 10.1016/j.jhep.2015.02.009. Epub 2015 Feb 12.","Liu Y","J Hepatol","2015","2015/02/15","PMC4475488","NIHMS682420","10.1016/j.jhep.2015.02.009"
"31060539","Association of pathway mutation with survival after recurrence in colorectal cancer patients treated with adjuvant fluoropyrimidine and oxaliplatin chemotherapy","Lee DW, Han SW, Cha Y, Bae JM, Kim HP, Lyu J, Han H, Kim H, Jang H, Bang D, Won JK, Jeong SY, Park KJ, Kang GH, Kim TY.","BMC Cancer. 2019 May 6;19(1):421. doi: 10.1186/s12885-019-5650-0.","Lee DW","BMC Cancer","2019","2019/05/08","PMC6501409","","10.1186/s12885-019-5650-0"
"28206955","Grifolin exhibits anti-cancer activity by inhibiting the development and invasion of gastric tumor cells","Wu Z, Li Y.","Oncotarget. 2017 Mar 28;8(13):21454-21460. doi: 10.18632/oncotarget.15250.","Wu Z","Oncotarget","2017","2017/02/17","PMC5400597","","10.18632/oncotarget.15250"
"31500366","Chinese Herbal Medicine Ganoderma tsugae Displays Potential Anti-Cancer Efficacy on Metastatic Prostate Cancer Cells","Huang WC, Chang MS, Huang SY, Tsai CJ, Kuo PH, Chang HW, Huang ST, Kuo CL, Lee SL, Kao MC.","Int J Mol Sci. 2019 Sep 8;20(18):4418. doi: 10.3390/ijms20184418.","Huang WC","Int J Mol Sci","2019","2019/09/11","PMC6770323","","10.3390/ijms20184418"
"32798667","Nanoparticle-based immunotherapy of breast cancer using recombinant Helicobacter pylori proteins","Mohabati Mobarez A, Soleimani N, Esmaeili SA, Farhangi B.","Eur J Pharm Biopharm. 2020 Oct;155:69-76. doi: 10.1016/j.ejpb.2020.08.013. Epub 2020 Aug 13.","Mohabati Mobarez A","Eur J Pharm Biopharm","2020","2020/08/18","","","10.1016/j.ejpb.2020.08.013"
"25125682","NSAID use reduces breast cancer recurrence in overweight and obese women: role of prostaglandin-aromatase interactions","Bowers LW, Maximo IX, Brenner AJ, Beeram M, Hursting SD, Price RS, Tekmal RR, Jolly CA, deGraffenried LA.","Cancer Res. 2014 Aug 15;74(16):4446-57. doi: 10.1158/0008-5472.CAN-13-3603.","Bowers LW","Cancer Res","2014","2014/08/16","","","10.1158/0008-5472.CAN-13-3603"
"29142176","Evaluation of the human relevance of the constitutive androstane receptor-mediated mode of action for rat hepatocellular tumor formation by the synthetic pyrethroid momfluorothrin","Okuda Y, Kushida M, Kikumoto H, Nakamura Y, Higuchi H, Kawamura S, Cohen SM, Lake BG, Yamada T.","J Toxicol Sci. 2017;42(6):773-788. doi: 10.2131/jts.42.773.","Okuda Y","J Toxicol Sci","2017","2017/11/17","","","10.2131/jts.42.773"
"26218314","Expression and clinical implication of cyclooxygenase-2 and E-cadherin in oral squamous cell carcinomas","Santoro A, Bufo P, Russo G, Cagiano S, Papagerakis S, Bucci P, Aquino G, Longo F, Feola A, Giordano A, Di Carlo A, Di Domenico M, Pannone G.","Cancer Biol Ther. 2020 Aug 2;21(8):667-674. doi: 10.1080/15384047.2015.1071741. Epub 2020 Jun 17.","Santoro A","Cancer Biol Ther","2020","2015/07/29","PMC7537792","","10.1080/15384047.2015.1071741"
"27748805","An α-quaternary chiral latam derivative, YH-304 as a novel broad-spectrum anticancer agent","Hwang SJ, Park HG, Park Y, Lee HJ.","Int J Oncol. 2016 Dec;49(6):2480-2486. doi: 10.3892/ijo.2016.3726. Epub 2016 Oct 11.","Hwang SJ","Int J Oncol","2016","2016/10/18","","","10.3892/ijo.2016.3726"
"29540730","Genetic Contributions to The Association Between Adult Height and Head and Neck Cancer: A Mendelian Randomization Analysis","Pastorino R, Puggina A, Carreras-Torres R, Lagiou P, Holcátová I, Richiardi L, Kjaerheim K, Agudo A, Castellsagué X, Macfarlane TV, Barzan L, Canova C, Thakker NS, Conway DI, Znaor A, Healy CM, Ahrens W, Zaridze D, Szeszenia-Dabrowska N, Lissowska J, Fabianova E, Mates IN, Bencko V, Foretova L, Janout V, Brennan P, Gaborieau V, McKay JD, Boccia S.","Sci Rep. 2018 Mar 14;8(1):4534. doi: 10.1038/s41598-018-22626-w.","Pastorino R","Sci Rep","2018","2018/03/16","PMC5852094","","10.1038/s41598-018-22626-w"
"26198985","Loss of Host Type-I IFN Signaling Accelerates Metastasis and Impairs NK-cell Antitumor Function in Multiple Models of Breast Cancer","Rautela J, Baschuk N, Slaney CY, Jayatilleke KM, Xiao K, Bidwell BN, Lucas EC, Hawkins ED, Lock P, Wong CS, Chen W, Anderson RL, Hertzog PJ, Andrews DM, Möller A, Parker BS.","Cancer Immunol Res. 2015 Nov;3(11):1207-17. doi: 10.1158/2326-6066.CIR-15-0065. Epub 2015 Jul 21.","Rautela J","Cancer Immunol Res","2015","2015/07/23","","","10.1158/2326-6066.CIR-15-0065"
"30808902","Serum biomarkers identification by iTRAQ and verification by MRM: S100A8/S100A9 levels predict tumor-stroma involvement and prognosis in Glioblastoma","Arora A, Patil V, Kundu P, Kondaiah P, Hegde AS, Arivazhagan A, Santosh V, Pal D, Somasundaram K.","Sci Rep. 2019 Feb 26;9(1):2749. doi: 10.1038/s41598-019-39067-8.","Arora A","Sci Rep","2019","2019/02/28","PMC6391445","","10.1038/s41598-019-39067-8"
"28415593","Cysteine and glycine-rich protein 2 (CSRP2) transcript levels correlate with leukemia relapse and leukemia-free survival in adults with B-cell acute lymphoblastic leukemia and normal cytogenetics","Wang SJ, Wang PZ, Gale RP, Qin YZ, Liu YR, Lai YY, Jiang H, Jiang Q, Zhang XH, Jiang B, Xu LP, Huang XJ, Liu KY, Ruan GR.","Oncotarget. 2017 May 30;8(22):35984-36000. doi: 10.18632/oncotarget.16416.","Wang SJ","Oncotarget","2017","2017/04/19","PMC5482632","","10.18632/oncotarget.16416"
"31605927","Adapalene inhibits ovarian cancer ES-2 cells growth by targeting glutamic-oxaloacetic transaminase 1","Wang Q, Zhang Q, Luan S, Yang K, Zheng M, Li K, Chen L, Li H.","Bioorg Chem. 2019 Dec;93:103315. doi: 10.1016/j.bioorg.2019.103315. Epub 2019 Sep 26.","Wang Q","Bioorg Chem","2019","2019/10/13","","","10.1016/j.bioorg.2019.103315"
"31925650","Long noncoding RNA HOXC-AS3 facilitates the progression of invasive mucinous adenocarcinomas of the lung via modulating FUS/FOXM1","Yang Z, Hu T.","In Vitro Cell Dev Biol Anim. 2020 Jan;56(1):15-23. doi: 10.1007/s11626-019-00414-8. Epub 2020 Jan 10.","Yang Z","In Vitro Cell Dev Biol Anim","2020","2020/01/12","","","10.1007/s11626-019-00414-8"
"33750370","Trichosanthin cooperates with Granzyme B to restrain tumor formation in tongue squamous cell carcinoma","Zhu Z, Ying Z, Zeng M, Zhang Q, Liao G, Liang Y, Li C, Zhang C, Wang X, Jiang W, Luan P, Sha O.","BMC Complement Med Ther. 2021 Mar 9;21(1):88. doi: 10.1186/s12906-021-03266-6.","Zhu Z","BMC Complement Med Ther","2021","2021/03/22","PMC7944607","","10.1186/s12906-021-03266-6"
"28425758","Agreement between MRI and pathologic analyses for determination of tumor size and correlation with immunohistochemical factors of invasive breast carcinoma","Yoo EY, Nam SY, Choi HY, Hong MJ.","Acta Radiol. 2018 Jan;59(1):50-57. doi: 10.1177/0284185117705010. Epub 2017 Apr 20.","Yoo EY","Acta Radiol","2018","2017/04/21","","","10.1177/0284185117705010"
"30488762","CircPCNXL2 sponges miR-153 to promote the proliferation and invasion of renal cancer cells through upregulating ZEB2","Zhou B, Zheng P, Li Z, Li H, Wang X, Shi Z, Han Q.","Cell Cycle. 2018;17(23):2644-2654. doi: 10.1080/15384101.2018.1553354. Epub 2018 Dec 10.","Zhou B","Cell Cycle","2018","2018/11/30","PMC6300113","","10.1080/15384101.2018.1553354"
"32560659","HnRNP A1 - mediated alternative splicing of CCDC50 contributes to cancer progression of clear cell renal cell carcinoma via ZNF395","Sun G, Zhou H, Chen K, Zeng J, Zhang Y, Yan L, Yao W, Hu J, Wang T, Xing J, Xiao K, Wu L, Ye Z, Xu H.","J Exp Clin Cancer Res. 2020 Jun 19;39(1):116. doi: 10.1186/s13046-020-01606-x.","Sun G","J Exp Clin Cancer Res","2020","2020/06/21","PMC7304168","","10.1186/s13046-020-01606-x"
"33303756","Blockade of EIF5A hypusination limits colorectal cancer growth by inhibiting MYC elongation","Coni S, Serrao SM, Yurtsever ZN, Di Magno L, Bordone R, Bertani C, Licursi V, Ianniello Z, Infante P, Moretti M, Petroni M, Guerrieri F, Fatica A, Macone A, De Smaele E, Di Marcotullio L, Giannini G, Maroder M, Agostinelli E, Canettieri G.","Cell Death Dis. 2020 Dec 10;11(12):1045. doi: 10.1038/s41419-020-03174-6.","Coni S","Cell Death Dis","2020","2020/12/11","PMC7729396","","10.1038/s41419-020-03174-6"
"27706259","Augmented Growth Hormone Secretion and Stat3 Phosphorylation in an Aryl Hydrocarbon Receptor Interacting Protein (AIP)-Disrupted Somatotroph Cell Line","Fukuda T, Tanaka T, Hamaguchi Y, Kawanami T, Nomiyama T, Yanase T.","PLoS One. 2016 Oct 5;11(10):e0164131. doi: 10.1371/journal.pone.0164131. eCollection 2016.","Fukuda T","PLoS One","2016","2016/10/06","PMC5051713","","10.1371/journal.pone.0164131"
"34884973","Stimuli-Responsive Drug Delivery of Doxorubicin Using Magnetic Nanoparticle Conjugated Poly(ethylene glycol)-g-Chitosan Copolymer","Yoon HM, Kang MS, Choi GE, Kim YJ, Bae CH, Yu YB, Jeong YI.","Int J Mol Sci. 2021 Dec 6;22(23):13169. doi: 10.3390/ijms222313169.","Yoon HM","Int J Mol Sci","2021","2021/12/10","PMC8658650","","10.3390/ijms222313169"
"21336989","The overexpression of AP-4 as a prognostic indicator for gastric carcinoma","Xinghua L, Bo Z, Yan G, Lei W, Changyao W, Qi L, Lin Y, Kaixiong T, Guobin W, Jianying C.","Med Oncol. 2012 Jun;29(2):871-7. doi: 10.1007/s12032-011-9845-8. Epub 2011 Feb 20.","Xinghua L","Med Oncol","2012","2011/02/22","","","10.1007/s12032-011-9845-8"
"24556997","Phospholipase D1 and choline kinase-α are interactive targets in breast cancer","Gadiya M, Mori N, Cao MD, Mironchik Y, Kakkad S, Gribbestad IS, Glunde K, Krishnamachary B, Bhujwalla ZM.","Cancer Biol Ther. 2014 May;15(5):593-601. doi: 10.4161/cbt.28165. Epub 2014 Feb 20.","Gadiya M","Cancer Biol Ther","2014","2014/02/22","PMC4026082","","10.4161/cbt.28165"
"25499173","Survival outcome assessed according to tumor burden and progression patterns in patients with epidermal growth factor receptor mutant lung adenocarcinoma undergoing epidermal growth factor receptor tyrosine kinase inhibitor therapy","Cha YK, Lee HY, Ahn MJ, Choi YL, Lee JH, Park K, Lee KS.","Clin Lung Cancer. 2015 May;16(3):228-36. doi: 10.1016/j.cllc.2014.11.002. Epub 2014 Nov 18.","Cha YK","Clin Lung Cancer","2015","2014/12/16","","","10.1016/j.cllc.2014.11.002"
"32751371","Extracts of Phellinus linteus, Bamboo (Sasa senanensis) Leaf and Chaga Mushroom (Inonotus obliquus) Exhibit Antitumor Activity through Activating Innate Immunity","Fang J, Gao S, Islam R, Teramoto Y, Maeda H.","Nutrients. 2020 Jul 29;12(8):2279. doi: 10.3390/nu12082279.","Fang J","Nutrients","2020","2020/08/06","PMC7469031","","10.3390/nu12082279"
"25532429","Targeting the MET pathway for potential treatment of NSCLC","Li A, Gao HF, Wu YL.","Expert Opin Ther Targets. 2015 May;19(5):663-74. doi: 10.1517/14728222.2014.995093. Epub 2014 Dec 23.","Li A","Expert Opin Ther Targets","2015","2014/12/24","","","10.1517/14728222.2014.995093"
"25524551","Polo-like kinase 1 inhibitor BI2536 causes mitotic catastrophe following activation of the spindle assembly checkpoint in non-small cell lung cancer cells","Choi M, Kim W, Cheon MG, Lee CW, Kim JE.","Cancer Lett. 2015 Feb 28;357(2):591-601. doi: 10.1016/j.canlet.2014.12.023. Epub 2014 Dec 15.","Choi M","Cancer Lett","2015","2014/12/20","","","10.1016/j.canlet.2014.12.023"
"24686084","GABARBP down-regulates HIF-1α expression through the VEGFR-2 and PI3K/mTOR/4E-BP1 pathways","Park SH, Kim BR, Lee JH, Park ST, Lee SH, Dong SM, Rho SB.","Cell Signal. 2014 Jul;26(7):1506-13. doi: 10.1016/j.cellsig.2014.03.017. Epub 2014 Mar 29.","Park SH","Cell Signal","2014","2014/04/02","","","10.1016/j.cellsig.2014.03.017"
"33185738","The diagnostic value of magnetic resonance imaging in differentiating benign and malignant pediatric ovarian tumors","Janssen CL, Littooij AS, Fiocco M, Huige JCB, de Krijger RR, Hulsker CCC, Goverde AJ, Zsiros J, Mavinkurve-Groothuis AMC.","Pediatr Radiol. 2021 Mar;51(3):427-434. doi: 10.1007/s00247-020-04871-2. Epub 2020 Nov 13.","Janssen CL","Pediatr Radiol","2021","2020/11/13","PMC7897193","","10.1007/s00247-020-04871-2"
"28592433","Bifurcated BACH2 control coordinates mantle cell lymphoma survival and dispersal during hypoxia","Zhang H, Chen Z, Miranda RN, Medeiros LJ, McCarty N.","Blood. 2017 Aug 10;130(6):763-776. doi: 10.1182/blood-2017-02-767293. Epub 2017 Jun 7.","Zhang H","Blood","2017","2017/06/09","PMC5553575","","10.1182/blood-2017-02-767293"
"33314567","RAD51AP1 promotes progression of ovarian cancer via TGF-β/Smad signalling pathway","Zhao H, Gao Y, Chen Q, Li J, Ren M, Zhao X, Yue W.","J Cell Mol Med. 2021 Feb;25(4):1927-1938. doi: 10.1111/jcmm.15877. Epub 2020 Dec 13.","Zhao H","J Cell Mol Med","2021","2020/12/14","PMC7882964","","10.1111/jcmm.15877"
"34146197","ELF5 inhibits the proliferation and invasion of breast cancer cells by regulating CD24","Qu X, Li Q, Tu S, Yang X, Wen W.","Mol Biol Rep. 2021 Jun;48(6):5023-5032. doi: 10.1007/s11033-021-06495-7. Epub 2021 Jun 19.","Qu X","Mol Biol Rep","2021","2021/06/19","","","10.1007/s11033-021-06495-7"
"27039081","Switching patients with acromegaly from octreotide to pasireotide improves biochemical control: crossover extension to a randomized, double-blind, Phase III study","Bronstein MD, Fleseriu M, Neggers S, Colao A, Sheppard M, Gu F, Shen CC, Gadelha M, Farrall AJ, Hermosillo Reséndiz K, Ruffin M, Chen Y, Freda P; Pasireotide C2305 Study Group.","BMC Endocr Disord. 2016 Apr 2;16:16. doi: 10.1186/s12902-016-0096-8.","Bronstein MD","BMC Endocr Disord","2016","2016/04/04","PMC4818908","","10.1186/s12902-016-0096-8"
"26205404","Preclinical Testing Oncolytic Vaccinia Virus Strain GLV-5b451 Expressing an Anti-VEGF Single-Chain Antibody for Canine Cancer Therapy","Adelfinger M, Bessler S, Frentzen A, Cecil A, Langbein-Laugwitz J, Gentschev I, Szalay AA.","Viruses. 2015 Jul 20;7(7):4075-92. doi: 10.3390/v7072811.","Adelfinger M","Viruses","2015","2015/07/25","PMC4517140","","10.3390/v7072811"
"25193511","MEDI-573, alone or in combination with mammalian target of rapamycin inhibitors, targets the insulin-like growth factor pathway in sarcomas","Zhong H, Fazenbaker C, Breen S, Chen C, Huang J, Morehouse C, Yao Y, Hollingsworth RE.","Mol Cancer Ther. 2014 Nov;13(11):2662-73. doi: 10.1158/1535-7163.MCT-14-0144. Epub 2014 Sep 5.","Zhong H","Mol Cancer Ther","2014","2014/09/07","","","10.1158/1535-7163.MCT-14-0144"
"32859281","Effects on Mouse Food Consumption After Exposure to Bedding from Sick Mice or Healthy Mice","Lovasz RM, Marks DL, Chan BK, Saunders KE.","J Am Assoc Lab Anim Sci. 2020 Nov 1;59(6):687-694. doi: 10.30802/AALAS-JAALAS-19-000154. Epub 2020 Aug 28.","Lovasz RM","J Am Assoc Lab Anim Sci","2020","2020/08/30","PMC7604684","","10.30802/AALAS-JAALAS-19-000154"
"28290010","Bayesian Calibration, Validation and Uncertainty Quantification for Predictive Modelling of Tumour Growth: A Tutorial","Collis J, Connor AJ, Paczkowski M, Kannan P, Pitt-Francis J, Byrne HM, Hubbard ME.","Bull Math Biol. 2017 Apr;79(4):939-974. doi: 10.1007/s11538-017-0258-5. Epub 2017 Mar 13.","Collis J","Bull Math Biol","2017","2017/03/15","","","10.1007/s11538-017-0258-5"
"25550184","Decorin in human oral cancer: a promising predictive biomarker of S-1 neoadjuvant chemosensitivity","Kasamatsu A, Uzawa K, Minakawa Y, Ishige S, Kasama H, Endo-Sakamoto Y, Ogawara K, Shiiba M, Takiguchi Y, Tanzawa H.","Biochem Biophys Res Commun. 2015 Jan 30;457(1):71-6. doi: 10.1016/j.bbrc.2014.12.093. Epub 2014 Dec 27.","Kasamatsu A","Biochem Biophys Res Commun","2015","2015/01/01","","","10.1016/j.bbrc.2014.12.093"
"22449952","PIAS1 is increased in human prostate cancer and enhances proliferation through inhibition of p21","Hoefer J, Schäfer G, Klocker H, Erb HH, Mills IG, Hengst L, Puhr M, Culig Z.","Am J Pathol. 2012 May;180(5):2097-107. doi: 10.1016/j.ajpath.2012.01.026. Epub 2012 Mar 23.","Hoefer J","Am J Pathol","2012","2012/03/28","","","10.1016/j.ajpath.2012.01.026"
"27477184","Smad4 is required for the development of cardiac and skeletal muscle in zebrafish","Yang J, Wang J, Zeng Z, Qiao L, Zhuang L, Jiang L, Wei J, Ma Q, Wu M, Ye S, Gao Q, Ma D, Huang X.","Differentiation. 2016 Oct-Nov;92(4):161-168. doi: 10.1016/j.diff.2016.06.005. Epub 2016 Jul 29.","Yang J","Differentiation","2016","2016/08/02","","","10.1016/j.diff.2016.06.005"
"29352814","Does adherence to the World Cancer Research Fund/American Institute of Cancer Research cancer prevention guidelines reduce risk of colorectal cancer in the UK Women's Cohort Study?","Jones P, Cade JE, Evans CEL, Hancock N, Greenwood DC.","Br J Nutr. 2018 Feb;119(3):340-348. doi: 10.1017/S0007114517003622. Epub 2018 Jan 21.","Jones P","Br J Nutr","2018","2018/01/22","","","10.1017/S0007114517003622"
"30134284","Increased miR-203-3p and reduced miR-21-5p synergistically inhibit proliferation, migration, and invasion in esophageal cancer cells","Xia Y, Wang Y, Wang Q, Ghaffar M, Wang Y, Sheng W, Zhang F.","Anticancer Drugs. 2019 Jan;30(1):38-45. doi: 10.1097/CAD.0000000000000687.","Xia Y","Anticancer Drugs","2019","2018/08/23","","","10.1097/CAD.0000000000000687"
